,Title,Date,Author,Summary
1890,"PRICING NOTICE: Delayed publication of aluminium billet assessment, cif Brazil",4/9/2020,Renato Rostás,"Fastmarkets’ price assessment for the aluminium extrusion billet premium, cif Brazil was published later than scheduled on Thursday April 9 due to a technical error."
1891,FOCUS: Demand for aerospace metals still supported by backlog of orders despite pressure,4/9/2020,"Ewa Manthey, Declan Conway, Cristina Belda, Michael Greenfield","The aerospace industry has been hit hard by the Covid-19 pandemic, with companies in the sector forced to take drastic measures to adapt to the new market environment."
1893,"LIVE FUTURES REPORT 09/04: LME copper closes above $5,000 before Easter weekend",4/9/2020,Rijuta Dey Bera,"The London Metal Exchange three-month copper price held above the $5,000 psychological mark on Thursday April 9, closing at $5,002.50 per tonne in a day with a turnover of just above 11,600 lots."
1894,Airbus to cut aircraft production by 30% on Covid-19 aviation headwinds,4/9/2020,Cristina Belda,"Airbus, Europe’s largest manufacturer, will cut aircraft production of its core three aircraft models by roughly a third, the company said in a release on Wednesday April 8. 
"
1895,"CHINA ALUMINA SNAPSHOT: Lower seaborne deals, weak global demand drag domestic price down 5% ",4/9/2020,Hui Li,Key data from Fastmarkets’ pricing session in Shanghai on Thursday April 9.
1897,Refineries struggle to stay cash positive with alumina prices at Feb 2016 low,4/9/2020,Alice Mason,"Alumina refineries are struggling to stay above the cost curve with prices at four-year lows, while smelter cuts upstream could further widen refining losses."
1898,"MORNING VIEW: Metals prices consolidate; expect choppy trading ahead of key data, long weekend",4/9/2020,William Adams,"Base metals prices on the London Metal Exchange and Shanghai Futures Exchange were mixed this morning, Thursday April 9, as were Asian-Pacific equity indices. "
1896,"LIVE FUTURES REPORT 09/04: LME tin leads gains in 2% upswing; fresh inflow, cancelation rattles zinc",4/9/2020,Hassan Butt,"The London Metal Exchange three-month tin price was boosted during morning trading on Thursday April 9, with a fresh outflow of 115 tonnes, while LME zinc’s fresh cancellation of 8,525 tonnes offset an inflow of around 8,950 tonnes."
1887,"SHFE STOCKS REPORT 10/04: Copper inventories fall by 4.4%, rest down marginally ",4/13/2020,Anna Xu,"Deliverable base metals stocks in Shanghai Futures Exchange-approved warehouses were down across the board in the week to Friday April 10, with that for copper dropping the most in percentage terms."
1886,US aluminium scrap prices fall further amid Covid-19 slowdown,4/13/2020,Jenny Stewart,All but one of Fastmarkets’ aluminium scrap price assessments fell on Thursday April 9 while the Covid-19 pandemic-driven market slowdown continued to affect the US scrap business.
1878,IN CASE YOU MISSED IT: 5 key stories from April 14,4/14/2020,Fastmarkets MB staff,Here are five Fastmarkets stories you might have missed on Tuesday April 14 that are worth another look.
1879,"GLOBAL ALUMINIUM WRAP: Premiums fall further on weak demand, wide contango",4/14/2020,"Justin Yang, Karen Ng, Michael Roh","Aluminium premiums fell across the globe during the past week, on weakened demand due to Covid-19 lockdowns and a wider contango spread between cash and three-month contracts on the London Metal Exchange which is supportive to traders holding the metal."
1880,LIVE FUTURES REPORT 14/04: LME base metals prices close higher on positive China data,4/14/2020,Amy Hinton,"London Metal Exchange three-month base metals prices, with the exception of lead, continued their upward momentum at the close on Tuesday April 14, buoyed by positive China customs data and ebbing virus concerns in other regions, including the United States. "
1881,Novelis completes Aleris acquisition following Duffel plant sale,4/14/2020,Alice Mason,"Downstream aluminium products producer Novelis Inc has completed the acquisition of Aleris Corp for $2.8 billion, the company announced on Tuesday April 14. "
1882,China Al exports down 5% y-o-y in March; global demand weakened,4/14/2020,Hui Li,"China’s exports of unwrought aluminium and aluminium products declined by 5% in March 2020, compared with the same period in 2019, while its total exported volume for January to March slipped by 17.5%, according to preliminary Chinese customs data."
1883,LIVE FUTURES REPORT 14/04: Easing virus concerns prompt LME futures buying; copper price climbs 2.8%,4/14/2020,Hassan Butt,"Base metals prices on the London Metal Exchange were predominantly higher during morning trading on Tuesday April 14, supported by news of plans to reopen the US economy and the release of fresh Chinese customs data for March. "
1885,HOTTER ON METALS: Covid-19 response should be different from 2008-09,4/14/2020,Andrea Hotter,"The Covid-19 pandemic has inevitably drawn comparison with the global financial crisis of 2008-09. But while there are similarities, the differences are greater, meaning the remedy needs to be different too."
1884,MORNING VIEW: Metals prices buoyant on fresh optimism,4/14/2020,William Adams,"Markets are looking brighter this morning Tuesday April 14, on a combination of more mining production cuts, a deal on an oil supply cut, better Chinese trade data that showed imports were only down by 0.9% year on year in March and some reopening of businesses in Europe. "
1869,IN CASE YOU MISSED IT: 5 key stories from April 15,4/15/2020,Fastmarkets MB staff,Here are five Fastmarkets stories you might have missed on Wednesday April 15 that are worth another look.
1872,"LIVE FUTURES REPORT 15/04: LME tin price dips 2% in afternoon; Al holds above $1,500",4/15/2020,Hassan Butt,"The three-month tin price on the London Metal Exchange was the worst performer across afternoon trading on Wednesday April 15, dipping by just less than 2% and wiping out gains made earlier in the day, while aluminium futures held above nearby support despite continued inflows.
"
1873,RESEARCH: Key takeaways from the latest Aluminium Market Tracker,4/15/2020,"Kirstine Veitch, Yang Cao",The latest forecasts from Fastmarkets’ team of analysts are ready to view.
1874,"CHINA ALUMINIUM INGOT ADC 12 SNAPSHOT: Export, domestic markets fall further on weak demand",4/15/2020,Hui Li,Key data from the Wednesday April 15 pricing session in Shanghai.
1870,European Aluminium launches recycling plan to slash CO2 emissions,4/15/2020,Andrea Hotter,"Industry association European Aluminium has launched a strategic plan to maximize Europe’s aluminium recycling rates and keep the material in active use.
"
1875,"LIVE FUTURES 15/04: LME aluminium holds above $1,500/t despite 20,000t inflow",4/15/2020,Amy Hinton,"The London Metal Exchange three-month aluminium price was the only metal to trade up from the previous day’s close during the morning session on Wednesday April 15, with a 20,000-tonne fresh inflow of material failing to cap gains in its futures price. "
1871,BASE METALS WARRANT REPORT 15/04,4/15/2020,Fastmarkets MB staff,A summary of London Metal Exchange warrant premiums from across the globe for the week to Wednesday April 15.
1877,HOTTER ON METALS: Miners fail to step up tailings safety,4/15/2020,Andrea Hotter,"When a tailings dam ruptured in the state of Minas Gerais in southeast Brazil last year, it was a harsh reminder for the mining sector that it needs to consistently operate within the parameters of strict controls and stay alert to potentially tragic risks."
1876,"MORNING VIEW: Metals, wider markets mixed as economic damage starts to be quantified",4/15/2020,William Adams,"Metals and wider markets are mixed this morning, Wednesday April 15, while traders brace for more economic and corporate data that will start to show the economic hit that the global economy has suffered. "
1868,"MORNING VIEW: Metals prices, wider markets temporarily balanced",4/16/2020,William Adams,"Metals prices are in limbo this morning, Thursday April 16, while participants weigh up the stark truth that the global economy is experiencing a slump in demand with the potential for a rebound given all the monetary and fiscal stimulus being thrown at economies around the world. "
1867,"LIVE FUTURES REPORT 16/04: LME zinc price up 0.8% amid outflows; copper holds above $5,100/t despite fresh rewarranting",4/16/2020,Hassan Butt,"The three-month zinc price on the London Metal Exchange was up during morning trading on Thursday April 16, with price action supported by a fresh outflow of some 600 tonnes, while steady buying over the morning saw copper hold on to recent gains. "
1866,Rusal shifts sales focus to 'essential goods' amid automotive order cancellations,4/16/2020,Alice Mason,"Aluminium producer UC Rusal is continuing to diversify its sales portfolio, including more products for the medical and pharmaceutical industry, at a time of unsustainable market conditions among its traditional end consumers. "
1865,FOCUS: SHFE aluminium price rebounds to one-month high but virus aftershocks expected - sources [CORRECTED],4/16/2020,Hui Li,The aluminium price on Shanghai Futures Exchange rose for a fourth consecutive day on Thursday April 16 in an active Chinese market.
1864,ALUMINA SNAPSHOT: Fob Australia price stabilizes above four-year low,4/16/2020,Alice Mason,"Key pricing data from the pricing session for Fastmarkets’ alumina index, fob Australia on Thursday April 16. "
1863,"LIVE FUTURES REPORT 16/04: LME copper price consolidates higher; aluminium holds above $1,500",4/16/2020,Hassan Butt,"The three-month copper price on the London Metal Exchange was little changed at the close of trading on Thursday April 16, holding above nearby support levels despite a 10-day low in turnover, while aluminium futures continued to find support above the $1,500 per tonne threshold.
"
1862,EU CARMAKER CLOSURES 16/04: VW to restart production,4/16/2020,"Carrie Bone, Amy Hinton","German carmaker Volkswagen has become the first European car manufacturer to announce the restart of operations in the region following several weeks of suspended activity under lockdown measures brought in to help stem the spread of the Covid-19 pandemic.
"
1861,IN CASE YOU MISSED IT: 5 key stories from April 16,4/16/2020,Fastmarkets MB staff,Here are five Fastmarkets stories you might have missed on Thursday April 16 that are worth another look.
1858,SHFE STOCKS REPORT 17/04: Base metals stocks fall across board; Aluminium down 5%,4/17/2020,Sally Zhang,"The were declines across the complex for deliverable stocks of base metals in Shanghai Futures Exchange-approved warehouses in the week ending Friday April 17, with aluminium stocks down by 5% amid a demand recovery, Fastmarkets understands."
1857,"LIVE FUTURES REPORT 17/04: LME zinc price closes above $1,950, nickel gains 2.55%",4/17/2020,Rijuta Dey Bera,"The three-month zinc price on the London Metal Exchange finished strong on Friday April 17, closing at $1,958 per tonne after steadily gaining through the week.

"
1856,"EU CARMAKER CLOSURES 17/04: Volvo, Toyota, others to restart; Bentley, Daimler extend shutdowns",4/17/2020,"Carrie Bone, Amy Hinton","Volvo Cars announced on Friday April 17 that it will restart production at its plant in Torslanda, Sweden, on April 20 after several weeks of suspended activity under lockdown measures brought in to help stem the spread of the Covid-19 pandemic.
"
1860,China alumina price recovers slightly amid strength in aluminium futures,4/17/2020,Hui Li,"The price of alumina in China recovered slightly in the week to Thursday April 16, snapping a run of five consecutive weekly price falls, after finding support from a rebound in aluminium prices on the Shanghai Futures Exchange."
1859,LIVE FUTURES REPORT 17/04: LME nickel price rallies 2.4%; copper continues ascent,4/17/2020,Hassan Butt,"The three-month nickel price on the London Metal Exchange was the standout performer during morning trading on Friday April 17, pushing beyond the $12,000-per-tonne threshold for the first time in a month, while copper tested resistance at $5,200 per tonne. "
1855,"MORNING VIEW: Metals prices mainly firmer, wider markets mixed as corporate earnings loom",4/20/2020,William Adams,"The base metals on the London Metal Exchange and on the Shanghai Futures Exchange were mainly firmer this morning, Monday April 20, but broader markets were mixed with equities braced for the release of corporate earnings. "
1854,South32 Hillside smelter hits record production despite South Africa Covid-19 shutdown,4/20/2020,Alice Mason,"South32’s Hillside aluminium smelter in South Africa has delivered record financial year-to-date production despite the national lockdown enforced to contain the Covid-19 coronavirus outbreak, the company said in its March quarterly report on Monday April 20. "
1853,"LIVE FUTURES REPORT 20/04: LME nickel price outperforms in 2.8% rally; fresh 46kt inflow sends Al below $1,500/t",4/20/2020,Hassan Butt,"The three-month nickel price on the LME was trading at its highest level in more than a month on Monday April 20, while a large inflow of some 46,275 tonnes of primary aluminium put pressure on the light metal’s underlying price. 

"
1852,Kaiser cuts 2020 revenue forecast on difficult aerospace industry conditions,4/20/2020,Andrea Hotter,Kaiser Aluminum has cut its forecast for revenue from commercial aerospace this year amid a sharp decline in air travel due to the Covid-19 pandemic and a knock-on effect throughout that industry.
1851,Parter sells majority stake in aluminium smelters Aviles and La Coruña to Grupo Industrial Riesgo,4/20/2020,Justin Yang,"Swiss private equity firm Parter Capital Group AG has sold its majority stake in the Aviles and La Coruña aluminium smelters, known as Alu Iberica, in Spain to Grupo Industrial Riesgo. "
1850,LME pauses required pre-trade transparency changes amid Covid-19 uncertainty,4/20/2020,Hassan Butt,"The London Metal Exchange has paused plans to implement pre-trade transparency (PTT) changes to its inter-office market, it said in a note to members on Monday April 20, citing the significant impact of Covid-19 in the postponement of the initiative."
1849,"LIVE FUTURES REPORT 20/04: Strong buying in LME nickel futures sees price climb 3.7%; copper dips below $5,200/t ",4/20/2020,Hassan Butt,"The three-month nickel price on the London Metal Exchange was the standout metal at the close of trading on Monday April 20, while the rest of the base metals complex remained pinned down amid broad risk aversion.
 
"
1848,IN CASE YOU MISSED IT: 5 key stories from April 20,4/20/2020,Fastmarkets MB staff,Here are five Fastmarkets stories you might have missed on Monday April 20 that are worth another look.
1843,Ball Corp gets science-based approval for CO2 targets,4/21/2020,Andrea Hotter,"United States-based Ball Corp has announced that the Science-based Targets Initiative (SBTi) has approved the company’s targets for the reduction of absolute carbon emissions in its own operations by 55%, and within its value chain by 16%, by 2030 against a 2017 baseline.
"
1847,Chinese alumina market buoyed by declining SHFE aluminium stocks,4/21/2020,Hui Li,Participants in China’s alumina market were generally upbeat on Monday April 20 after deliverable aluminium stocks at Shanghai Futures Exchange-registered warehouses continued to fall last week.
1846,"MORNING VIEW: Metals, broader markets weaker; negative oil prices highlight how odd times are",4/21/2020,William Adams,"Base metals prices on the London Metal Exchange and Shanghai Futures Exchange were weaker this morning, Tuesday April 21, and Asian-Pacific and pre-market major western equity indices were weaker too. "
1845,"LIVE FUTURES REPORT 21/04: LME copper loses gains in 2.3% downslide; tin below $15,000/t ",4/21/2020,Hassan Butt,"The London Metal Exchange three-month copper price declined during morning trading on Tuesday April 21, threatening to dip below the key $5,000-per-tonne support level, while tin futures fell 2.5% despite a sizeable stock outflow."
1842,IN CASE YOU MISSED IT: 5 key stories from April 21,4/21/2020,Fastmarkets MB staff,Here are five Fastmarkets stories you might have missed on Tuesday April 21 that are worth another look.
1844,LIVE FUTURES REPORT 21/04: LME base metals suffer losses amid risk-off sell off,4/21/2020,Amy Hinton,"London Metal Exchange base metals were universally trading down at the close on Tuesday April 21, with risk-off sentiment capping LME base metals' futures prices, which precipitated a broad-base sell off across the whole complex. "
1840,GLOBAL ALUMINIUM WRAP: LME contango spread limits liquidation; most premiums stable,4/22/2020,"Alice Mason, Karen Ng, Renato Rostás, Michael Roh","Most aluminium premiums, including the Rotterdam duty-unpaid premium, the US Midwest premium and the main Japanese port premium, were flat this past week after a sustained wide contango in the London Metal Exchange’s cash/three-month spread helped buoy premiums while demand remains limp in most regions."
1839,RESEARCH: Key takeaways from the latest Base Metals Market Tracker,4/22/2020,"James Moore, William Adams, Andrew Cole, Boris Mikanikrezai, Yang Cao",The latest forecasts from Fastmarkets’ team of analysts are ready to view.
1838,"LIVE FUTURES REPORT 22/04:  LME nickel dips below $12,000/t in 2.6% slide",4/22/2020,Amy Hinton,"The London Metal Exchange three-month nickel price shed 2.6% to trade below $12,000 per tonne in the morning session on Wednesday April 22, with the global Covid-19 pandemic and prolonged lockdowns continuing to cap base metals futures."
1837,"PRICING NOTICE: Proposal to discontinue aluminium extrusion and FRP margins, CPC prices",4/22/2020,Alice Mason,"Fastmarkets proposes to discontinue seven price assessments, comprising aluminium extrusion and flat-rolled product conversion margins, plus calcined pet coke. "
1836,FOCUS: Warehouse space squeeze on aluminium stockpiling in Asia echoes 2008 crisis,4/22/2020,"Justin Yang, Alice Mason","Aluminium stocks on the London Metal Exchange continue to rise and there is now a lack of warehouse space in key Asia locations in a situation that mirrors issues during the 2008 financial crash, sources told Fastmarkets. "
1835,"EU CARMAKER CLOSURES 22/04: Nissan to restart EU operations, SEAT to start one shift",4/22/2020,"Carrie Bone, Amy Hinton","Japanese carmaker Nissan will restart its operations in the UK later this week, conducting pilot activity before moving to restore full production at an unspecified future date, while its European plants will restart from April 27, the company announced on Wednesday April 22.
"
1834,"US automotive plant suspensions, tentative restarts",4/22/2020,Michael Roh,A roundup of production suspension schedules at automotive facilities in the United States.
1833,"LIVE FUTURES REPORT 22/04: LME copper price stages modest 2% recovery; nickel nears $12,000/t amid 1.3% drop",4/22/2020,Hassan Butt,"The three-month copper price on the London Metal Exchange was the standout performer at the close of trading on Wednesday April 22, with its price action breaching nearby resistance at $5,100 per tonne, while nickel futures lost ground over the day. 

"
1832,BASE METALS WARRANT REPORT 22/04,4/22/2020,Fastmarkets MB staff,A summary of London Metal Exchange warrant premiums from across the globe for the week to Wednesday April 22.
1831,IN CASE YOU MISSED IT: 5 key stories from April 22,4/22/2020,Fastmarkets MB staff,Here are five Fastmarkets stories you might have missed on Wednesday April 22 that are worth another look.
1841,MORNING VIEW: Metals weak in early trading but could benefit from pick-up seen in wider markets,4/22/2020,William Adams,"Despite signs of the Covid-19 virus being brought more under control with daily death tolls in most major economies now in decline, the rebound in demand is slow and this seems to be weighing on metals prices this morning, Wednesday April 22."
1824,IN CASE YOU MISSED IT: 5 key stories from April 23,4/23/2020,Fastmarkets MB staff,Here are five Fastmarkets stories you might have missed on Thursday April 23 that are worth another look.
1825,"LIVE FUTURES REPORT 23/04: LME copper price continues uptrend above $5,100/t; nickel climbs 2%",4/23/2020,Hassan Butt,"The three-month copper price on the LME climbed by just over 1% on Thursday April 23 to settle at its highest level since April 14, while nickel futures gained ground in the afternoon despite low turnover. "
1826,China aluminium alloy ADC12 export price recovers on scrap tightness,4/23/2020,Hui Li,"China’s aluminium alloy ADC12 export price to Japan rebounded on Wednesday April 22 after six straight weeks of decline, with producers citing tightening scrap feedstock supply. "
1828,"MORNING VIEW: Metals prices stronger across the board, helped by rebound in oil prices",4/23/2020,William Adams,"Base metals prices on both the London Metal Exchange and Shanghai Futures Exchange are firmer this morning, Thursday April 23, but the price pullbacks in recent days have questioned the robustness of the earlier rebounds. "
1829,"Alcoa shifts focus to primary aluminium ingot, away from VAP",4/23/2020,Michael Roh,"Alcoa has begun converting more aluminium into commodity-grade aluminium ingot instead of aluminium value-added products like billet, while the Covid-19 pandemic dissolves demand for those products from automotive and construction buyers."
1830,Alcoa to fully curtail Intalco smelter by August,4/23/2020,Michael Roh,"Alcoa Corp will curtail the remaining 230,000 tonnes of aluminium capacity at its Intalco smelter in the US state of Washington by August due to challenging market conditions, bringing the producer’s total curtailed smelting capacity to 880,000 tonnes."
1827,"LIVE FUTURES REPORT 23/04: LME tin price jumps by 2.2%; nickel finds support above $12,100/t ",4/23/2020,Hassan Butt,"The three-month tin price on the London Metal Exchange was the standout performer during morning trading on Thursday March 23, clearing resistance at $15,100 per tonne, while steady buying in nickel futures over the morning also pushed its price higher. "
1823,MORNING VIEW: Metals prices struggle to maintain high ground amid dire data,4/24/2020,William Adams,"Base metals prices were mixed this morning, Friday April 24, after markets had to absorb weak flash purchasing managers’ index (PMI) data on Thursday, especially in the services sector where readings were 11.7 in the European Union and 27 in the United States, while manufacturing readings were also weak. "
1822,"LIVE FUTURES REPORT 24/04: LME copper dips 0.6% despite fresh 8.5kt cancelation; zinc nears $1,900/t",4/24/2020,Hassan Butt,"The London Metal Exchange three-month copper price declined during morning trading on Friday April 24, with price action consolidating lower amid slow turnover, while a marginal incline in zinc futures pushed it to close in on nearby resistance levels this morning. "
1821,CHINA ALUMINA SNAPSHOT: Buyers withdraw from spot market amid volatile SHFE aluminium price,4/24/2020,Hui Li,Key data from Fastmarkets' pricing session in Shanghai on Thursday April 23.
1820,LIVE FUTURES REPORT 24/04: Aluminium price nudges up despite low turnover,4/24/2020,Rijuta Dey Bera,"The London Metal Exchange three-month aluminium price rose by 0.3% during trading on Friday April 24 to close at $1,514 per tonne, on low turnover of 9,132 lots during the day.
"
1811,"EU CARMAKER CLOSURES 27/04: Restarts at Jaguar-Land Rover, FCA-PSA joint venture",4/27/2020,"Carrie Bone, Amy Hinton","British carmaker Jaguar-Land Rover will gradually resume production at several production sites in the UK and Europe from May 18, the company announced late last week.
"
1808,Brazil aluminium import premium under pressure; discounts emerge from sinking demand,4/27/2020,Renato Rostás,"Market illiquidity in Brazil and a recent downtrend in Rotterdam premium levels led traders to consider heavily discounted import offers of aluminium ingots in the past week, according to sources."
1809,"LIVE FUTURES REPORT 27/04: LME tin price outperforms in 3.8% rally; zinc holds above $1,900/t",4/27/2020,Hassan Butt,"The three-month tin price on the London Metal Exchange was the standout metal at the close of trading on Monday April 27, settling at its highest price since April 14 amid robust daily trading volumes.

"
1810,More Chinese local governments to subsidize base metals buying - sources,4/27/2020,Julian Luk,"More provincial governments in China are offering incentives to companies to purchase base metal products, in a highly unusual move to avoid inventory piling up at a time of demand uncertainty, Fastmarkets understands from official documents and industry sources."
1812,"Arconic resumes Massena ops, to ramp-up Tennessee this week",4/27/2020,Andrea Hotter,"Arconic has resumed operations at its Massena, New York facility in the United States since Monday April 20 and expects to ramp back up operations at its Tennessee facility this week, the company said. "
1813,AT A GLANCE: Marex Q1 revenue up 41% on market volatility,4/27/2020,Alice Mason,"A summary of London Metal Exchange ring dealer Marex Spectron's results for the first quarter of 2020 and the year ending December 31, 2019."
1817,AT A GLANCE: Rusal aluminium production stable in Q1; Covid-19 impacting demand,4/27/2020,Alice Mason,A summary of Russian aluminium producer Rusal’s operating results for the first quarter of 2020.
1818,MORNING VIEW: Metals prices start week on front foot amid risk-on mood,4/27/2020,William Adams,"Metals prices were for the most part stronger this morning, Monday April 27, as were Asian-Pacific equity indices, while gold prices were slightly weaker and US treasury yields were firmer - all suggesting a broad risk-on mood."
1819,SHFE STOCKS REPORT 24/04: Base metals stocks decline again; Cu down 14.6%,4/27/2020,Hui Li,"Deliverable stocks of base metals at Shanghai Futures Exchange-approved warehouses were down across the board in the week ended Friday April 24, with those for copper declining the most in percentage terms."
1807,IN CASE YOU MISSED IT: 5 key stories from April 27,4/27/2020,Fastmarkets MB staff,Here are five Fastmarkets stories you might have missed on Monday April 27 that are worth another look.
1816,"LIVE FUTURES REPORT 27/04: LME tin up 3.3% after fresh cancelation; zinc back above $1,900/t",4/27/2020,Hassan Butt,"The London Metal Exchange three-month tin price increased during morning trading on Monday April 27, following a fresh cancellation of 285 tonnes, while strong buying in zinc futures pushed the metal to breach nearby resistance levels. "
1815,Yunnan govt calls for commercial non-ferrous metal stockpiling to bolster economy,4/27/2020,Ruby Liu,"The Yunnan provincial government has called for leading enterprises to stockpile non-ferrous metals to support the economy in an announcement published on Sunday April 26. 
"
1814,APEX Q1 2020:  Commerzbank team tops Q1 2020 base metals prediction leaderboard,4/27/2020,Amy Hinton,The team from Commerzbank clinched the top spot on the base metals leaderboard for the first-quarter 2020 base metals predictions with 97.98% accuracy while Glyn Lawcock of UBS took the top spot for precious metals predictions over the period with a 93.58% accuracy rating.
1806,MORNING VIEW: Metals prices mixed but China’s plan to subsidize inventory stockpiling likely to provide support,4/28/2020,William Adams,"Metals prices were consolidating during morning trading on Tuesday April 28 after the promising start to the week faded on Monday, but talk that Chinese provincial governments are offering to subsidize inventory accumulation could well turn out to be a supportive factor. "
1805,"LIVE FUTURES REPORT 28/04: LME base metals prices consolidate; copper supported by 7,300t fresh cancellation ",4/28/2020,Hassan Butt,"Base metals prices on the London Metal Exchange consolidated during morning trading on Tuesday April 28, characterized by thin volumes and sideways trading, while a 7,300-tonne fresh cancellation from Asian locations bolstered copper’s price incline. "
1804,LIVE FUTURES REPORT 28/04: LME base metals prices directionless in lackluster day’s trade,4/28/2020,Amy Hinton,Upside momentum in London Metal Exchange base metals prices was capped during the afternoon session on Tuesday April 28 while pervading uncertainty across the complex left three-month prices mixed at the close.
1798,"LIVE FUTURES REPORT 29/04: LME copper price holds above $5,200/t in 1.2% uptick; tin loses momentum",4/29/2020,Hassan Butt,"The three-month copper price on the LME was higher at the close of trading on Wednesday April 29, staying firmly above nearby support levels despite only average turnover, while tin futures showed some weakness over the afternoon. 

"
1796,IN CASE YOU MISSED IT: 5 key stories from April 29,4/29/2020,Fastmarkets MB staff,Here are five Fastmarkets stories you might have missed on Wednesday April 29 that are worth another look.
1797,Constellium posts Q1 net loss and lower revenue on shipment drop,4/29/2020,Justin Yang,"Downstream aluminium product producer Constellium reported a fall in revenue and a net loss during the first quarter this year on a drop in shipments and prices, according to its latest quarterly earnings report. "
1800,"AT A GLANCE: Hydro Q1 earnings up on reduced costs, extrusion sector hit by Covid-19",4/29/2020,Alice Mason,A summary of aluminium producer Hydro’s results for the first quarter of 2020.
1799,"GLOBAL ALUMINIUM WRAP: LME contango buoys Europe, South Korea premiums ",4/29/2020,"Justin Yang, Karen Ng, Hui Li, Michael Roh",A consistently wide contango in the London Metal Exchange’s cash/three-month aluminium spread led to increases in both the Rotterdam duty-paid and the South Korea premiums in the week ended Tuesday April 28 but did little to boost premiums in other regions Fastmarkets tracks.
1802,RESEARCH: Key takeaways from the latest Base Metals Market Tracker,4/29/2020,"James Moore, William Adams, Andrew Cole, Boris Mikanikrezai, Yang Cao",The latest forecasts from Fastmarkets’ team of analysts are ready to view.
1803,"MORNING VIEW: Base metals prices mixed, but broader markets looking firmer",4/29/2020,William Adams,"Metals prices generally seem to be consolidating this morning, Wednesday April 29, and for the most part look well placed to extend gains, but whether underlying confidence is strong enough in these uncertain times remains to be seen. "
1801,LIVE FUTURES REPORT 29/04:  LME base metals prices continue sideways trading,4/29/2020,Amy Hinton,"London Metal Exchange three-month prices traded sideways for the second consecutive day on Wednesday April 29, with LME futures finding their footing at relatively low levels amid month-end book squaring and Asian countries preparing to come out of the market for a series of public holidays starting tomorrow."
1792,ALUMINA SNAPSHOT: Liquidity surge from China pushes fob Australia index up to one-month high,4/30/2020,Alice Mason,"Key pricing data from the pricing session for Fastmarkets’ alumina index, fob Australia on Thursday April 30. "
1790,SHFE STOCKS REPORT 30/04: Base metals stocks fall for third week; copper slumps 10%,4/30/2020,Karen Ng,"Deliverable stocks of base metals in Shanghai Futures Exchange-approved warehouses all declined in the week ended Thursday April 30, with those for copper decreasing the most in percentage terms. "
1795,"MORNING VIEW: Metals prices supported by dovish Fed, strength in broader markets",4/30/2020,William Adams,"Base metals prices and global equity indices were holding up in high ground this morning, Thursday April 30, helped by the US Federal Open Market Committee’s message of continued support, an expansion in manufacturing activity at China’s larger factories, a stronger oil price and because state-sponsored inventory buying in China bodes well for the metals. "
1794,"LIVE FUTURES REPORT 30/04: LME copper price holds above $5,200/t; aluminium sinks below $1,500/t ",4/30/2020,Hassan Butt,"The three-month copper price on the London Metal Exchange held on to support above $5,200 per tonne during morning trading on Thursday April 30, while a fresh cancellation of 10,000 tonnes did little to support aluminium futures prices. "
1793,BASE METALS WARRANT REPORT 29/04,4/30/2020,Fastmarkets MB staff,A summary of London Metal Exchange warrant premiums from across the globe for the week to Wednesday April 29.
1791,"LIVE FUTURES REPORT 30/04: LME nickel price sinks 1.3% on low turnover; copper below $5,200",4/30/2020,Hassan Butt,"The three-month nickel price on the London Metal Exchange lost ground at the close of trading on Thursday April 30, closing at its lowest level in more than a week against thin turnover, while selling pressure pushed copper futures below nearby support levels.
"
1789,HOTTER ON METALS: Currencies and oil - miners’ unexpected saving grace,5/1/2020,Andrea Hotter,The sharp decline in emerging market currencies combined with a collapse in oil prices are providing a twin saving grace for many metals and mining companies during the Covid-19 pandemic.
1788,"LIVE FUTURES REPORT 01/05: LME nickel sinks below $12,000/t; copper, aluminium lose ground despite fresh cancellations",5/1/2020,Rijuta Dey Bera,"The London Metal Exchange three-month nickel price sank below$12,000 to close at $11,955 per tonne on Friday May 1, shedding 1.73% of its price after a low turnover of 3,207 lots traded."
1787,IN CASE YOU MISSED IT: 5 key stories from May 1,5/3/2020,Fastmarkets MB staff,Here are five Fastmarkets stories you might have missed on Friday May 1 that are worth another look.
1786,MORNING VIEW: Base metals prices start week on back foot in quiet conditions,5/4/2020,William Adams,"Last week’s weaker tone in the metals has flowed through into morning trading on Monday May 4, with the three-month base metals on the London Metal Exchange down by an average of 0.6%, led by a 0.9% fall in copper to $5,061 per tonne. "
1785,"LIVE FUTURES REPORT 04/05: LME copper price nears $5,000/t in steady decline; tin slips below $15,000/t",5/4/2020,Hassan Butt,"The three-month copper price on the London Metal Exchange was lower during morning trading on Monday May 4, with price action losing some 0.8% against low turnover, while the LME tin price also lost ground over the morning. "
1784,"PEOPLE MOVES: Christine Keener named Alcoa vp of operations in Europe, North America",5/4/2020,Andrea Hotter,"Christine Keener has been appointed Alcoa’s vice president of operations for Europe and North America, in a new role combining the two operating locations, Fastmarkets understands. "
1783,"Shanghai bonded copper stocks drop on expected VAT cut, improved arb; zinc stocks rise",5/4/2020,"Anna Xu, Hui Li, Sally Zhang",Copper stocks at Shanghai bonded warehouses fell in April amid an increase in import activity due to expectations of a cut to China's VAT rate in May and the opening of the arbitrage window between Shanghai and London.
